wall_time,seq,ts_ms,ax,ay,az,gx,gy,gz,ppg,dropped_before
1773933061.8824406,31,2389,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933061.8920963,32,2399,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933061.9022033,33,2409,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933061.9121134,34,2419,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933061.9224222,35,2429,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933061.9320977,36,2439,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933061.9421697,37,2449,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933061.9520972,38,2459,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933061.962464,39,2469,0.0,0.0,0.0,0.0,0.0,0.0,151,0
1773933061.972096,40,2479,0.0,0.0,0.0,0.0,0.0,0.0,151,0
1773933061.9820995,41,2489,0.0,0.0,0.0,0.0,0.0,0.0,151,0
1773933061.9921234,42,2499,0.0,0.0,0.0,0.0,0.0,0.0,151,0
1773933062.002444,43,2509,0.0,0.0,0.0,0.0,0.0,0.0,146,0
1773933062.0121045,44,2519,0.0,0.0,0.0,0.0,0.0,0.0,146,0
1773933062.0221083,45,2529,0.0,0.0,0.0,0.0,0.0,0.0,146,0
1773933062.0321233,46,2539,0.0,0.0,0.0,0.0,0.0,0.0,146,0
1773933062.0423417,47,2549,0.0,0.0,0.0,0.0,0.0,0.0,148,0
1773933062.052105,48,2559,0.0,0.0,0.0,0.0,0.0,0.0,148,0
1773933062.0620914,49,2569,0.0,0.0,0.0,0.0,0.0,0.0,148,0
1773933062.072118,50,2579,0.0,0.0,0.0,0.0,0.0,0.0,148,0
1773933062.0824187,51,2589,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.0920444,52,2599,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.1021376,53,2609,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.112121,54,2619,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.1224115,55,2629,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933062.1320794,56,2639,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933062.1420054,57,2649,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933062.1520994,58,2659,0.0,0.0,0.0,0.0,0.0,0.0,149,0
1773933062.1624377,59,2669,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.1721525,60,2679,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.1820776,61,2689,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.1920562,62,2699,0.0,0.0,0.0,0.0,0.0,0.0,147,0
1773933062.2025528,63,2709,0.0,0.0,0.0,0.0,0.0,0.0,150,0
1773933062.2120838,64,2719,0.0,0.0,0.0,0.0,0.0,0.0,150,0
1773933062.222108,65,2729,0.0,0.0,0.0,0.0,0.0,0.0,150,0
1773933062.2321084,66,2739,0.0,0.0,0.0,0.0,0.0,0.0,150,0
